Canonical Ids,Sub Category,Title,URL,Readers
cdfd8b10-6cff-11df-a2b2-0026b95e3eb7,Miscellaneous,Comparative Analysis of Human Gut Microbiota by Barcoded Pyrosequencing,comparative-analysis-of-human-gut-microbiota-by-barcoded-pyrosequencing,3
6e6d02f0-6d0b-11df-a2b2-0026b95e3eb7,Ichthyology,Comparative analysis of morphological diversity: does disparity accumulate at the same rate in two lineages of centrarchid fishes?,comparative-analysis-of-morphological-diversity-does-disparity-accumulate-at-the-same-rate-in-two-lineages-of-centrarchid-fishes,6
c5f6a030-6d06-11df-afb8-0026b95d30b2,Limnology,"Comparative biodiversity of rivers, streams, ditches and ponds in an agricultural landscape in Southern England",comparative-biodiversity-rivers-streams-ditches-ponds-agricultural-landscape-southern-england,6
55994170-6d07-11df-afb8-0026b95d30b2,Forestry Science,Comparative ecology of 11 sympatric species of Macaranga in Borneo: tree distribution in relation to horizontal and vertical resource heterogeneity,comparative-ecology-of-11-sympatric-species-of-macaranga-in-borneo-tree-distribution-in-relation-to-horizontal-and-vertical-resource-heterogeneity,7
674a14a0-6d00-11df-a2b2-0026b95e3eb7,Entomology,Comparative evidence for the evolution of genitalia by sexual selection,comparative-evidence-for-the-evolution-of-genitalia-by-sexual-selection,6
23f4af30-6d00-11df-a2b2-0026b95e3eb7,Microbiology,Comparative metagenomics of microbial communities.,comparative-metagenomics-of-microbial-communities,14
bae176d0-6d00-11df-a2b2-0026b95e3eb7,Ichthyology,Comparative mtDNA phylogeography of neotropical freshwater fishes: testing shared history to infer the evolutionary landscape of lower Central America.,comparative-mtdna-phylogeography-of-neotropical-freshwater-fishes-testing-shared-history-to-infer-the-evolutionary-landscape-of-lower-central-america,6
2ab552e0-6d03-11df-a2b2-0026b95e3eb7,Miscellaneous,"Comparative organization of chloroplast, mitochondrial and nuclear diversity in plant populations.",comparative-organization-of-chloroplast-mitochondrial-and-nuclear-diversity-in-plant-populations,3
be015470-6d00-11df-a2b2-0026b95e3eb7,Botany,Comparative phylogeography and postglacial colonization routes in Europe.,comparative-phylogeography-and-postglacial-colonization-routes-in-europe,10
2c45c8d0-6d01-11df-afb8-0026b95d30b2,Hydrobiology,Comparing and classifying one-dimensional spatial patterns: an application to laser altimeter profiles,comparing-and-classifying-onedimensional-spatial-patterns-an-application-to-laser-altimeter-profiles,2
ebcc76b0-6cff-11df-a2b2-0026b95e3eb7,Marine Biology,Comparing Marine and Terrestrial Ecosystems: Implications for the Design of Coastal Marine Reserves,comparing-marine-and-terrestrial-ecosystems-implications-for-the-design-of-coastal-marine-reserves,20
e3806fb0-6d0a-11df-afb8-0026b95d30b2,Agricultural Science,Comparing Simulated and Measured Values Using Mean Squared Deviation and its Components,comparing-simulated-measured-values-using-mean-squared-deviation-components,4
dfa61070-cd59-11df-922b-0024e8453de6,Parasitology,Comparing the richness of metazoan ectoparasite communities of marine fishes: controlling for host phylogeny,comparing-the-richness-of-metazoan-ectoparasite-communities-of-marine-fishes-controlling-for-host-phylogeny-1,3
2008b280-6d01-11df-a2b2-0026b95e3eb7,Biochemistry,Comparison of affinity tags for protein purification.,comparison-of-affinity-tags-for-protein-purification,8
59236f10-6d06-11df-afb8-0026b95d30b2,Biotechnology,"Comparison of growth, acetate production, and acetate inhibition of Escherichia coli strains in batch and fed-batch fermentations.",quantitative-method-colorimetric-determination-formate-fermentation-media,8
2d579180-6d02-11df-a2b2-0026b95e3eb7,Agricultural Science,Comparison of mixed-model approaches for association mapping.,comparison-of-mixedmodel-approaches-for-association-mapping,6
fe0f9aa0-6cff-11df-afb8-0026b95d30b2,Ornithology,Comparison of survey methods for wintering grassland birds,comparison-of-survey-methods-for-wintering-grassland-birds,5
dc23fad0-6cff-11df-a2b2-0026b95e3eb7,Botany,Comparison of whole chloroplast genome sequences to choose noncoding regions for phylogenetic studies in angiosperms: the tortoise and the hare III,comparison-of-whole-chloroplast-genome-sequences-to-choose-noncoding-regions-for-phylogenetic-studies-in-angiospermsthe-tortoise-and-the-hare-iii,10
19110e60-6d00-11df-a2b2-0026b95e3eb7,Food Science and Technology,Comparisons of the foaming and interfacial properties of whey protein isolate and egg white proteins.,comparisons-of-the-foaming-and-interfacial-properties-of-whey-protein-isolate-and-egg-white-proteins,4
da6c11a0-6cff-11df-a2b2-0026b95e3eb7,Neurobiology,Compartmentalized dendritic plasticity and input feature storage in neurons.,compartmentalized-dendritic-plasticity-and-input-feature-storage-in-neurons,28
1e432d60-6d04-11df-a2b2-0026b95e3eb7,Embryology,Compartments and their boundaries in vertebrate brain development.,compartments-and-their-boundaries-in-vertebrate-brain-development,4
ea7af6d0-6d07-11df-afb8-0026b95d30b2,Ichthyology,"Compensatory density dependence in fish populations: importance, controversy, understanding and prognosis",compensatory-density-dependence-in-fish-populations-importance-controversy-understanding-and-prognosis-1,6
f6b43c90-6d07-11df-afb8-0026b95d30b2,Forestry Science,Competition and facilitation: a synthetic approach to interactions in plant communities,competition-and-facilitation-a-synthetic-approach-to-interactions-in-plant-communities-1,4
cd9efe10-6d04-11df-afb8-0026b95d30b2,Mycology,Competition between plants of different successional stages: mycorrhizae as regulators,competition-between-plants-different-successional-stages-mycorrhizae-regulators,2
1953d630-ee85-11df-99a6-0024e8453de6,Hydrobiology,Competition between two aquatic detritivorous isopods – a laboratory study,competition-between-two-aquatic-detritivorous-isopods-laboratory-study,3
214b0ba0-6d03-11df-a2b2-0026b95e3eb7,Limnology,Complementary impact of copepods and cladocerans on phytoplankton,complementary-impact-of-copepods-and-cladocerans-on-phytoplankton,6
f9a1b930-6cff-11df-a2b2-0026b95e3eb7,Miscellaneous,"Complete chemical synthesis, assembly, and cloning of a Mycoplasma genitalium genome.",complete-chemical-synthesis-assembly-and-cloning-of-a-mycoplasma-genitalium-genome,3
13041b90-6d03-11df-a2b2-0026b95e3eb7,Virology,Complete replication of hepatitis C virus in cell culture.,complete-replication-of-hepatitis-c-virus-in-cell-culture,8
842c1d50-6d02-11df-afb8-0026b95d30b2,Neurobiology,Complex brain networks: graph theoretical analysis of structural and functional systems.,analysis-of-mechanical-characteristics-of-plasma-membranes-using-optical-tweezers,54
ab2c0d30-6d01-11df-a2b2-0026b95e3eb7,Marine Biology,Complex larval connectivity patterns among marine invertebrate populations,complex-larval-connectivity-patterns-among-marine-invertebrate-populations,15
97c77e40-6d02-11df-a2b2-0026b95e3eb7,Animal Behavior,Complex signal function: developing a framework of testable hypotheses,complex-signal-function-developing-a-framework-of-testable-hypotheses,14
0c750da0-23b7-11e0-ba94-0024e8453de6,Agricultural Science,Complexity in climate-change impacts: an analytical framework for effects mediated by plant disease,complexity-climatechange-impacts-analytical-framework-effects-mediated-plant-disease,6
44681c00-6d02-11df-a2b2-0026b95e3eb7,Zoology and Animal Science,Complexity in conservation: lessons from the global decline of amphibian populations,complexity-in-conservation-lessons-from-the-global-decline-of-amphibian-populations,14
01e03100-6d08-11df-afb8-0026b95d30b2,Limnology,Compositional and interlake variability of zooplankton affect baseline stable isotope signatures,compositional-and-interlake-variability-of-zooplankton-affect-baseline-stable-isotope-signatures,4
e0f64360-6cff-11df-a2b2-0026b95e3eb7,Bioinformatics,Comprehensive genomic characterization defines human glioblastoma genes and core pathways.,comprehensive-genomic-characterization-defines-human-glioblastoma-genes-and-core-pathways,21
17287620-ed92-11df-99a6-0024e8453de6,Biochemistry,Comprehensive mapping of long-range interactions reveals folding principles of the human genome.,comprehensive-mapping-longrange-interactions-reveals-folding-principles-human-genome-1,8
092ae910-6d07-11df-afb8-0026b95d30b2,Bioinformatics,computation for chIP-seq and rNA-seq studies,computation-for-chipseq-and-rnaseq-studies-1,43
8af680d0-6d0c-11df-a2b2-0026b95e3eb7,Biophysics,Computation of Conformational Coupling in Allosteric Proteins,computation-of-conformational-coupling-in-allosteric-proteins,8
8587edb0-6d0b-11df-a2b2-0026b95e3eb7,Microscopy,Computational and Optical Methods for Improving Resolution and Signal Quality in Fluorescence Microscopy,computational-and-optical-methods-for-improving-resolution-and-signal-quality-in-fluorescence-microscopy,2
f170f070-6d0c-11df-a2b2-0026b95e3eb7,Bioinformatics,Computational methods for discovering structural variation with next-generation sequencing.,computational-methods-for-discovering-structural-variation-with-nextgeneration-sequencing,22
1b4fca00-aae9-11df-a235-0024e8453de6,Bioinformatics,Computational solutions to large-scale data management and analysis.,computational-solutions-largescale-data-management-analysis-19,28
1b4fca00-aae9-11df-a235-0024e8453de6,Genetics,Computational solutions to large-scale data management and analysis.,computational-solutions-largescale-data-management-analysis-19,22
e6146c90-6d00-11df-a2b2-0026b95e3eb7,Biophysics,Computations of standard binding free energies with molecular dynamics simulations.,computations-of-standard-binding-free-energies-with-molecular-dynamics-simulations,11
dc57dc10-6cff-11df-a2b2-0026b95e3eb7,Animal Behavior,Computer programs for population genetics data analysis: a survival guide.,computer-programs-for-population-genetics-data-analysis-a-survival-guide,10
dc57dc10-6cff-11df-a2b2-0026b95e3eb7,Genetics,Computer programs for population genetics data analysis: a survival guide.,computer-programs-for-population-genetics-data-analysis-a-survival-guide,43
31a070b0-6d00-11df-a2b2-0026b95e3eb7,Soil Sciences,CONCEP TS & SYNTHESIS,nitrogen-mineralization-chalenges-of-a-changing-paradigm,3
dc24be20-6cff-11df-a2b2-0026b95e3eb7,Biometry,Conceptual and mathematical relationships among methods for spatial analysis,conceptual-and-mathematical-relationships-among-methods-for-spatial-analysis,2
dc24be20-6cff-11df-a2b2-0026b95e3eb7,Forestry Science,Conceptual and mathematical relationships among methods for spatial analysis,conceptual-and-mathematical-relationships-among-methods-for-spatial-analysis,4
9135e460-6d00-11df-a2b2-0026b95e3eb7,Microscopy,Condensation of the plasma membrane at the site of T lymphocyte activation.,condensation-of-the-plasma-membrane-at-the-site-of-t-lymphocyte-activation,2
75b618e0-6d00-11df-8e55-0026b95e43ca,Animal Behavior,Conflict between parents over care,conflict-between-parents-care,9
1ad341b0-6d09-11df-a2b2-0026b95e3eb7,Microscopy,Confocal Microscopy,confocal-microscopy-2,2
237d3fd0-6d01-11df-a2b2-0026b95e3eb7,Biophysics,Conformational entropy in molecular recognition by proteins.,conformational-entropy-in-molecular-recognition-by-proteins,8
7c651b40-6d01-11df-a2b2-0026b95e3eb7,Marine Biology,Confronting the coral reef crisis.,confronting-the-coral-reef-crisis,25
77e83d30-9f6b-11df-9d6a-0024e8453de6,Entomology,Congruence and controversy: toward a higher-level phylogeny of Diptera.,congruence-controversy-toward-higherlevel-phylogeny-diptera-1,6
d24ed1e0-6d01-11df-a2b2-0026b95e3eb7,Miscellaneous,Congruence versus phylogenetic accuracy: revisiting the incongruence length difference test.,congruence-versus-phylogenetic-accuracy-revisiting-the-incongruence-length-difference-test,3
71441490-6d07-11df-afb8-0026b95d30b2,Plant Sciences,Conifers as invasive aliens: a global survey and predictive framework,conifers-as-invasive-aliens-a-global-survey-and-predictive-framework-1,11
cd33f980-6cff-11df-a2b2-0026b95e3eb7,Cellular Biology,Connecting microRNA genes to the core transcriptional regulatory circuitry of embryonic stem cells.,connecting-microrna-genes-to-the-core-transcriptional-regulatory-circuitry-of-embryonic-stem-cells,15
cd33f980-6cff-11df-a2b2-0026b95e3eb7,Molecular Biology,Connecting microRNA genes to the core transcriptional regulatory circuitry of embryonic stem cells.,connecting-microrna-genes-to-the-core-transcriptional-regulatory-circuitry-of-embryonic-stem-cells,13
f39235b0-6cff-11df-a2b2-0026b95e3eb7,Hydrobiology,Connectivity and biocomplexity in waterbodies of riverine floodplains,connectivity-and-biocomplexity-in-waterbodies-of-riverine-floodplains,3
bfb4a260-6d03-11df-a2b2-0026b95e3eb7,Limnology,Connectivity and cladoceran species richness in a metacommunity of shallow lakes,connectivity-and-cladoceran-species-richness-in-a-metacommunity-of-shallow-lakes,4
8b1b20d0-6d01-11df-a2b2-0026b95e3eb7,Marine Biology,Connectivity of reef fish between mangroves and coral reefs: Algorithms for the design of marine reserves at seascape scales,connectivity-of-reef-fish-between-mangroves-and-coral-reefs-algorithms-for-the-design-of-marine-reserves-at-seascape-scales,15
e08f9ce0-6d00-11df-8e55-0026b95e43ca,Neurobiology,Connectivity reflects coding: a model of voltage-based STDP with homeostasis.,connectivity-reflects-coding-model-voltagebased-stdp-homeostasis-1,27
ebd29130-6cff-11df-a2b2-0026b95e3eb7,Forestry Science,Consequences of changing biodiversity.,consequences-of-changing-biodiversity,8
ebd29130-6cff-11df-a2b2-0026b95e3eb7,Ichthyology,Consequences of changing biodiversity.,consequences-of-changing-biodiversity,6
ebd29130-6cff-11df-a2b2-0026b95e3eb7,Miscellaneous,Consequences of changing biodiversity.,consequences-of-changing-biodiversity,4
ebd29130-6cff-11df-a2b2-0026b95e3eb7,Soil Sciences,Consequences of changing biodiversity.,consequences-of-changing-biodiversity,2
ebd29130-6cff-11df-a2b2-0026b95e3eb7,Zoology and Animal Science,Consequences of changing biodiversity.,consequences-of-changing-biodiversity,20
5138d4e0-6d04-11df-a2b2-0026b95e3eb7,Forestry Science,Consequences of dry-season seed dispersal on seedling establishment of dry forest trees: Should we store seeds until the rains?,consequences-of-dryseason-seed-dispersal-on-seedling-establishment-of-dry-forest-trees-should-we-store-seeds-until-the-rains,4
641dc900-6d02-11df-a2b2-0026b95e3eb7,Limnology,Conservação da biodiversidade em águas continentais do Brasil,conservao-da-biodiversidade-em-guas-continentais-do-brasil,4
79621470-6d01-11df-a2b2-0026b95e3eb7,Ornithology,Conservação de aves no Brasil,conservao-de-aves-no-brasil,5
0ed9ee50-6d0d-11df-afb8-0026b95d30b2,Ichthyology,Conservation biogeography of freshwater fishes: recent progress and future challenges,conservation-biogeography-freshwater-fishes-recent-progress-future-challenges,5
b92a02d0-6d00-11df-a474-0026b95e3e23,Animal Behavior,Conservation Biology for All,part-ii-conservation-biology,11
b92a02d0-6d00-11df-a474-0026b95e3e23,Botany,Conservation Biology for All,part-ii-conservation-biology,9
b92a02d0-6d00-11df-a474-0026b95e3e23,Ichthyology,Conservation Biology for All,part-ii-conservation-biology,6
b92a02d0-6d00-11df-a474-0026b95e3e23,Marine Biology,Conservation Biology for All,part-ii-conservation-biology,16
b92a02d0-6d00-11df-a474-0026b95e3e23,Ornithology,Conservation Biology for All,part-ii-conservation-biology,7
b92a02d0-6d00-11df-a474-0026b95e3e23,Zoology and Animal Science,Conservation Biology for All,part-ii-conservation-biology,26
1285ce60-6d04-11df-afb8-0026b95d30b2,Zoology and Animal Science,Conservation of Brazilian Amphibians,hunting-and-the-likelihood-of-extinction-of-amazonian-mammals-caza-y-probabilidad-de-extincion-de-mamiferos-amazonicos,15
7e82e7a0-6d00-11df-a2b2-0026b95e3eb7,Marine Biology,Conservation of Marine and Coastal Biodiversity in Brazil,biodiversity-and-conservation-of-plants-in-brazil,16
cf18b050-6d05-11df-a2b2-0026b95e3eb7,Ichthyology,Conservation of the Biodiversity of Brazil's Inland Waters,conservation-of-the-biodiversity-of-brazils-inland-waters,10
86d6c060-6d01-11df-a2b2-0026b95e3eb7,Botany,Conservation of the Brazilian Cerrado,conservation-of-the-brazilian-cerrado,7
0ca3b8f0-6d03-11df-a2b2-0026b95e3eb7,Embryology,Conservation of the hedgehog/patched signaling pathway from flies to mice: induction of a mouse patched gene by Hedgehog.,conservation-of-the-hedgehogpatched-signaling-pathway-from-flies-to-mice-induction-of-a-mouse-patched-gene-by-hedgehog,5
66684ab0-6d01-11df-a2b2-0026b95e3eb7,Biometry,Conservation status of tigers in a primary rainforest of Peninsular Malaysia,conservation-status-of-tigers-in-a-primary-rainforest-of-peninsular-malaysia,2
93392e70-6d00-11df-8e55-0026b95e43ca,Miscellaneous,Conservation value of a native forest fragment in a region of extensive agriculture.,conservation-value-native-forest-fragment-region-extensive-agriculture,3
7c65de90-6d01-11df-a2b2-0026b95e3eb7,Marine Biology,"Conservation, precaution, and Caribbean reefs",conservation-precaution-and-caribbean-reefs,15
2e536460-6d07-11df-a2b2-0026b95e3eb7,Botany,Conservation: Biodiversity as a bonus prize.,no-titlebiodiversity-hotspots-for-conservation-priorities,16
2e536460-6d07-11df-a2b2-0026b95e3eb7,Entomology,Conservation: Biodiversity as a bonus prize.,no-titlebiodiversity-hotspots-for-conservation-priorities,10
2e536460-6d07-11df-a2b2-0026b95e3eb7,Forestry Science,Conservation: Biodiversity as a bonus prize.,no-titlebiodiversity-hotspots-for-conservation-priorities,5
2e536460-6d07-11df-a2b2-0026b95e3eb7,Ichthyology,Conservation: Biodiversity as a bonus prize.,no-titlebiodiversity-hotspots-for-conservation-priorities,8
2e536460-6d07-11df-a2b2-0026b95e3eb7,Miscellaneous,Conservation: Biodiversity as a bonus prize.,no-titlebiodiversity-hotspots-for-conservation-priorities,5
2e536460-6d07-11df-a2b2-0026b95e3eb7,Ornithology,Conservation: Biodiversity as a bonus prize.,no-titlebiodiversity-hotspots-for-conservation-priorities,6
2e536460-6d07-11df-a2b2-0026b95e3eb7,Plant Sciences,Conservation: Biodiversity as a bonus prize.,no-titlebiodiversity-hotspots-for-conservation-priorities,13
2e536460-6d07-11df-a2b2-0026b95e3eb7,Zoology and Animal Science,Conservation: Biodiversity as a bonus prize.,no-titlebiodiversity-hotspots-for-conservation-priorities,47
ed8c7630-6cff-11df-a2b2-0026b95e3eb7,Botany,Conservatism of Ecological Niches in Evolutionary Time,conservatism-of-ecological-niches-in-evolutionary-time,7
ed8c7630-6cff-11df-a2b2-0026b95e3eb7,Zoology and Animal Science,Conservatism of Ecological Niches in Evolutionary Time,conservatism-of-ecological-niches-in-evolutionary-time,14
8748ffa0-6d00-11df-8e55-0026b95e43ca,Plant Sciences,Conserved factors regulate signalling in Arabidopsis thaliana shoot and root stem cell organizers.,conserved-factors-regulate-signalling-arabidopsis-thaliana-shoot-root-stem-cell-organizers-1,11
5ebc2e30-6d01-11df-a2b2-0026b95e3eb7,Embryology,Conserved patterns of cell movements during vertebrate gastrulation.,conserved-patterns-of-cell-movements-during-vertebrate-gastrulation,6
de42bc20-6cff-11df-a2b2-0026b95e3eb7,Bioinformatics,"Conserved seed pairing, often flanked by adenosines, indicates that thousands of human genes are microRNA targets.",conserved-seed-pairing-often-flanked-by-adenosines-indicates-that-thousands-of-human-genes-are-microrna-targets,21
ecfbf600-6cff-11df-a2b2-0026b95e3eb7,Marine Biology,Considerations in Estimating Larval Dispersal Distances From Oceanographic Data,considerations-in-estimating-larval-dispersal-distances-from-oceanographic-data,21
99299130-6d00-11df-a2b2-0026b95e3eb7,Immunology,Constitutive ablation of dendritic cells breaks self-tolerance of CD4 T cells and results in spontaneous fatal autoimmunity,constitutive-ablation-of-dendritic-cells-breaks-selftolerance-of-cd4-t-cells-and-results-in-spontaneous-fatal-autoimmunity,15
48e64690-6d01-11df-a2b2-0026b95e3eb7,Botany,Constraints to seedling success of savanna and forest trees across the savanna-forest boundary.,constraints-to-seedling-success-of-savanna-and-forest-trees-across-the-savannaforest-boundary,8
4c108f00-6d02-11df-a2b2-0026b95e3eb7,Genetics,Constructing genomic maps of positive selection in humans: where do we go from here?,constructing-genomic-maps-of-positive-selection-in-humans-where-do-we-go-from-here,17
2d64a651-6d01-11df-afb8-0026b95d30b2,Biophysics,Construction of a genetic toggle switch in Escherichia coli.,construction-of-a-genetic-toggle-switch-inescherichia-coli,11
2d64a651-6d01-11df-afb8-0026b95d30b2,Biotechnology,Construction of a genetic toggle switch in Escherichia coli.,construction-of-a-genetic-toggle-switch-inescherichia-coli,11
2d64a651-6d01-11df-afb8-0026b95d30b2,Miscellaneous,Construction of a genetic toggle switch in Escherichia coli.,construction-of-a-genetic-toggle-switch-inescherichia-coli,3
2d64a651-6d01-11df-afb8-0026b95d30b2,Molecular Biology,Construction of a genetic toggle switch in Escherichia coli.,construction-of-a-genetic-toggle-switch-inescherichia-coli,14
0c6c3590-6d00-11df-a2b2-0026b95e3eb7,Biotechnology,"Construction of Escherichia coli K-12 in-frame, single-gene knockout mutants: the Keio collection",construction-of-escherichia-coli-k12-inframe-singlegene-knockout-mutants-the-keio-collection,13
14ea79b0-6d01-11df-a2b2-0026b95e3eb7,Food Science and Technology,Construction of lycopene-overproducing E. coli strains by combining systematic and combinatorial gene knockout targets.,construction-of-lycopeneoverproducing-e-coli-strains-by-combining-systematic-and-combinatorial-gene-knockout-targets,3
f11bde80-6cff-11df-a2b2-0026b95e3eb7,Limnology,Consumer Versus Resource Control in Freshwater Pelagic Food Webs,consumer-versus-resource-control-in-freshwater-pelagic-food-webs,6
9861ad50-6d00-11df-a2b2-0026b95e3eb7,Food Science and Technology,Consumer-driven definition of traditional food products and innovation in traditional foods. A qualitative cross-cultural study.,consumerdriven-definition-of-traditional-food-products-and-innovation-in-traditional-foods-a-qualitative-crosscultural-study,3
e1917c80-6d00-11df-a2b2-0026b95e3eb7,Miscellaneous,Contemporary evolution meets conservation biology II: impediments to integration and application,contemporary-evolution-meets-conservation-biology-ii-impediments-to-integration-and-application,3
28c952a0-6d09-11df-a2b2-0026b95e3eb7,Microscopy,Context based mixture model for cell phase identification in automated fluorescence microscopy,context-based-mixture-model-for-cell-phase-identification-in-automated-fluorescence-microscopy,2
ecf2ce40-6cff-11df-a2b2-0026b95e3eb7,Marine Biology,Continental slope and deep-sea fisheries: implications for a fragile ecosystem,continental-slope-and-deepsea-fisheries-implications-for-a-fragile-ecosystem,14
433cd6e0-6d0c-11df-a2b2-0026b95e3eb7,Animal Physiology,"Continuous high light intensity can induce retinal degeneration in Atlantic salmon, Atlantic cod and European sea bass",exposure-to-continuous-light-disrupts-retinal-innervation-of-the-preoptic-nucleus-during-parrsmolt-transformation-in-atlantic-salmon,3
c65a2bb0-6d00-11df-a2b2-0026b95e3eb7,Entomology,Contrasting effects of invasive plants in plant-pollinator networks.,contrasting-effects-of-invasive-plants-in-plantpollinator-networks,6
c65a2bb0-6d00-11df-a2b2-0026b95e3eb7,Plant Sciences,Contrasting effects of invasive plants in plant-pollinator networks.,contrasting-effects-of-invasive-plants-in-plantpollinator-networks,11
1b058730-6d07-11df-afb8-0026b95d30b2,Animal Behavior,Contribution of genetics to the study of animal personalities: a review of case studies,contribution-of-genetics-to-the-study-of-animal-personalities-a-review-of-case-studies-1,9
0c499260-6d00-11df-a474-0026b95e3e23,Mycology,"Contribution of RPB2 to multilocus phylogenetic studies of the euascomycetes (Pezizomycotina, Fungi) with special emphasis on the lichen-forming Acarosporaceae and evolution of polyspory.",contribution-rpb2-multilocus-phylogenetic-studies-euascomycetes-pezizomycotina-fungi-special-emphasis-lichenforming-acarosporaceae-evolution-polyspory,2
0fcfa480-6d03-11df-a2b2-0026b95e3eb7,Virology,Contribution of the C-terminal tri-lysine regions of human immunodeficiency virus type 1 integrase for efficient reverse transcription and viral DNA nuclear import,contribution-of-the-cterminal-trilysine-regions-of-human-immunodeficiency-virus-type-1-integrase-for-efficient-reverse-transcription-and-viral-dna-nuclear-import,5
862259f0-6d00-11df-a2b2-0026b95e3eb7,Limnology,Contributions of benthic algae to lake food webs as revealed by stable isotope analysis,contributions-of-benthic-algae-to-lake-food-webs-as-revealed-by-stable-isotope-analysis,5
41764150-6d04-11df-a2b2-0026b95e3eb7,Mycology,"Contributions of rpb2 and tef1 to the phylogeny of mushrooms and allies (Basidiomycota, Fungi).",contributions-of-rpb2-and-tef1-to-the-phylogeny-of-mushrooms-and-allies-basidiomycota-fungi,4
131782e0-6d0b-11df-afb8-0026b95d30b2,Plant Sciences,Control of Arabidopsis apical-basal embryo polarity by antagonistic transcription factors.,control-arabidopsis-apicalbasal-embryo-polarity-antagonistic-transcription-factors,11
9e2f6ce0-6d00-11df-a2b2-0026b95e3eb7,Immunology,Control of B-cell responses by Toll-like receptors.,control-of-bcell-responses-by-tolllike-receptors,12
e74855a0-be76-11df-833d-0024e8453de6,Animal Physiology,Control of food intake,control-of-food-intake-7,3
b5fd61b0-6d05-11df-a2b2-0026b95e3eb7,Embryology,Control of gastrula cell motility by the Goosecoid/Mix.1/ Siamois network: basic patterns and paradoxical effects.,control-of-gastrula-cell-motility-by-the-goosecoidmix1-siamois-network-basic-patterns-and-paradoxical-effects,4
451c89d0-6d00-11df-a2b2-0026b95e3eb7,Neurobiology,Control of goal-directed and stimulus-driven attention in the brain.,control-of-goaldirected-and-stimulusdriven-attention-in-the-brain,32
79bea8d0-6d00-11df-a2b2-0026b95e3eb7,Embryology,Control of Hoxd genes' collinearity during early limb development.,control-of-hoxd-genes-collinearity-during-early-limb-development,5
e0e08690-6d01-11df-a2b2-0026b95e3eb7,Immunology,Control of regulatory T cell lineage commitment and maintenance.,control-of-regulatory-t-cell-lineage-commitment-and-maintenance,15
281f4610-6d00-11df-a2b2-0026b95e3eb7,Embryology,Control of segment number in vertebrate embryos.,control-of-segment-number-in-vertebrate-embryos,9
e579bdc0-6d01-11df-a2b2-0026b95e3eb7,Immunology,Control of T(reg) and T(H)17 cell differentiation by the aryl hydrocarbon receptor.,control-of-treg-and-th17-cell-differentiation-by-the-aryl-hydrocarbon-receptor,14
2420d2f0-f431-11df-a785-0024e8453de6,Veterinary Science,Controle da leishmaniose visceral em meio urbano : estudo de intervenção randomizado fatorial Control of visceral leishmaniasis in urban areas : randomized factorial intervention trial,controle-da-leishmaniose-visceral-em-meio-urbano-estudo-interveno-randomizado-fatorial-control-visceral-leishmaniasis-urban-areas-randomized-factorial-intervention-trial,3
394348f0-6d01-11df-a2b2-0026b95e3eb7,Embryology,Controlling morpholino experiments: don't stop making antisense.,controlling-morpholino-experiments-dont-stop-making-antisense,5
e20ee9e0-6d00-11df-a2b2-0026b95e3eb7,Bioinformatics,Controlling the false discovery rate: a practical and powerful approach to multiple testing,controlling-the-false-discovery-rate-a-practical-and-powerful-approach-to-multiple-testing-1,29
e20ee9e0-6d00-11df-a2b2-0026b95e3eb7,Genetics,Controlling the false discovery rate: a practical and powerful approach to multiple testing,controlling-the-false-discovery-rate-a-practical-and-powerful-approach-to-multiple-testing-1,18
e20ee9e0-6d00-11df-a2b2-0026b95e3eb7,Miscellaneous,Controlling the false discovery rate: a practical and powerful approach to multiple testing,controlling-the-false-discovery-rate-a-practical-and-powerful-approach-to-multiple-testing-1,3
a60b5ce0-6d09-11df-a2b2-0026b95e3eb7,Veterinary Science,Conventional and future diagnostics for avian influenza.,conventional-and-future-diagnostics-for-avian-influenza,3
c3e06a00-98ae-11df-9d6a-0024e8453de6,Embryology,Convergent extension: the molecular control of polarized cell movement during embryonic development.,convergent-extension-molecular-control-polarized-cell-movement-during-embryonic-development-7,7
4ff9d720-6d02-11df-a2b2-0026b95e3eb7,Biochemistry,Converging concepts of protein folding in vitro and in vivo.,converging-concepts-of-protein-folding-in-vitro-and-in-vivo,17
ed0c7b50-6d00-11df-a2b2-0026b95e3eb7,Microbiology,Cooperation and conflict in quorum-sensing bacterial populations.,cooperation-and-conflict-in-quorumsensing-bacterial-populations,11
e46d61a0-95e4-11df-96dc-0024e8453de8,Animal Behavior,Cooperation between non-kin in animal societies.,cooperation-between-nonkin-in-animal-societies-3,18
3557d360-6d00-11df-a2b2-0026b95e3eb7,Immunology,Cooperation of Toll-like receptor signals in innate immune defence.,cooperation-of-tolllike-receptor-signals-in-innate-immune-defence,23
96bb7a90-6d04-11df-a2b2-0026b95e3eb7,Biophysics,Cooperative effects of Rho and mechanical stretch on stress fiber organization,cooperative-effects-of-rho-and-mechanical-stretch-on-stress-fiber-organization,8
558ad420-9578-11df-96dc-0024e8453de8,Neurobiology,Coordinated memory replay in the visual cortex and hippocampus during sleep.,coordinated-memory-replay-visual-cortex-hippocampus-during-sleep-15,28
d9f29be0-6cff-11df-a2b2-0026b95e3eb7,Biochemistry,Coot: model-building tools for molecular graphics,coot-modelbuilding-tools-molecular-graphics-1,9
